TI_label,TI_input,TI_input_percent,model,model_label,RMSE_U_mps,RMSE_TI,RMSE_TI_percent_points,NRMSE_U,NRMSE_TI,combined_score,U_model_rotor_mean,TI_model_rotor_mean,U_LES_rotor_mean,TI_LES_rotor_mean
6.4%,0.0642,6.419999999999999,BPA2014,BPA,0.07805677757213597,0.001124186013041969,0.11241860130419691,0.00827287057438887,0.017444402431234563,0.013775789688496284,9.504550159765982,0.06420000000000001,9.435271212121211,0.06444393939393939
7.0%,0.07036741444444444,7.036741444444444,BPA2014,BPA,0.07805677757213597,0.006024271278582949,0.6024271278582949,0.00827287057438887,0.09348080417240134,0.05939763073319635,9.504550159765982,0.07036741444444443,9.435271212121211,0.06444393939393939
7.7%,0.07653482888888888,7.653482888888888,NPA2016,NPA,0.0780538873029093,0.012140588805452702,1.2140588805452701,0.008272564248353115,0.18838992339122057,0.11634297973407358,9.504537138191598,0.07653482888888886,9.435271212121211,0.06444393939393939
8.3%,0.08270224333333333,8.270224333333333,NPA2016,NPA,0.07803684324861028,0.018291253388089394,1.8291253388089395,0.008270757829235335,0.2838320183419698,0.17360751413687603,9.504467153566331,0.08270224333333333,9.435271212121211,0.06444393939393939
8.9%,0.08886965777777778,8.886965777777778,NPA2016,NPA,0.07800785768004134,0.024450358000049487,2.445035800004949,0.008267685785208482,0.3794050802913658,0.23095012248890287,9.504361760350013,0.08886965777777778,9.435271212121211,0.06444393939393939
9.5%,0.09503707222222221,9.503707222222221,NPA2016,NPA,0.07796184668653111,0.030612808822663748,3.0612808822663746,0.008262809296501817,0.4750300666061194,0.28832316368227234,9.504210927208895,0.09503707222222223,9.435271212121211,0.06444393939393939
10.1%,0.10120448666666666,10.120448666666666,NPA2016,NPA,0.07789304347327478,0.0367769237913453,3.67769237913453,0.008255517167668472,0.5706808760794654,0.3457107325147466,9.504004465824979,0.10120448666666665,9.435271212121211,0.06444393939393939
10.7%,0.10737190111111111,10.737190111111111,NPA2016,NPA,0.0777952478565303,0.04294198627165451,4.294198627165451,0.008245152270407348,0.6663463884346739,0.40310589396896723,9.503732479480265,0.10737190111111113,9.435271212121211,0.06444393939393939
11.4%,0.11353931555555555,11.353931555555555,NPA2016,NPA,0.07766228750017419,0.049107639407882264,4.910763940788226,0.008231060427855404,0.7620210662121717,0.46050506389844514,9.503385760981722,0.11353931555555553,9.435271212121211,0.06444393939393939
12.0%,0.11970673,11.970673,NPA2016,NPA,0.07748832983534273,0.05527368554143376,5.527368554143377,0.008212623473482753,0.8577018422717957,0.5179061547524705,9.502956685531267,0.11970673000000001,9.435271212121211,0.06444393939393939
