case,y_over_D,z_over_D,U_mean_mps,U_std_mps,TI_percent,inside_rotor_mask
IEC Ieff,-0.15277777413527172,0.14957265059153238,8.685115150159119,1.0961999313093944,12.621593523596648,True
IEC Ieff,-0.12499999701976776,0.14957265059153238,8.695468067360597,1.178068211502918,13.548071275483462,True
IEC Ieff,-0.09722221990426382,0.14957265059153238,8.700423061327681,1.110895577799006,12.768293794089178,True
IEC Ieff,-0.06944444278875987,0.14957265059153238,8.702645078002437,1.0427691522777263,11.982209350505633,True
IEC Ieff,-0.04166666567325592,0.14957265059153238,8.690782016522766,1.1188646376983318,12.87415373635152,True
IEC Ieff,-0.013888888557751973,0.14957265059153238,8.68971427388167,1.0066844743624237,11.584782222220763,True
IEC Ieff,0.013888888557751973,0.14957265059153238,8.68019908542551,1.004876504871145,11.576652735515976,True
IEC Ieff,0.04166666567325592,0.14957265059153238,8.662979503212624,0.9841644297611898,11.360576686072237,True
IEC Ieff,0.06944444278875987,0.14957265059153238,8.680078802173309,0.9556683343172735,11.009903897162712,True
IEC Ieff,0.09722221990426382,0.14957265059153238,8.68551435205361,1.029278074041726,11.850513767194025,True
IEC Ieff,0.12499999701976776,0.14957265059153238,8.687303052228106,1.0831952217917769,12.468716876568047,True
IEC Ieff,0.15277777413527172,0.14957265059153238,8.707972562572955,1.1268207117259763,12.940104067037083,True
IEC Ieff,-0.2083333283662796,0.17863247990608216,8.882624702269904,1.0754117717948382,12.106914429470637,True
IEC Ieff,-0.18055555125077566,0.17863247990608216,8.852025533268618,1.0772169269831606,12.169157476270827,True
IEC Ieff,-0.15277777413527172,0.17863247990608216,8.85902216025311,1.057340944806945,11.93518794377568,True
IEC Ieff,-0.12499999701976776,0.17863247990608216,8.841486824197743,1.0707148818236774,12.11012246145412,True
IEC Ieff,-0.09722221990426382,0.17863247990608216,8.839038025363724,1.1711807962664944,13.250093425390604,True
IEC Ieff,-0.06944444278875987,0.17863247990608216,8.83596978839101,1.1789865588276849,13.34303519661958,True
IEC Ieff,-0.04166666567325592,0.17863247990608216,8.8501783815342,1.0509770135878365,11.875207123290176,True
IEC Ieff,-0.013888888557751973,0.17863247990608216,8.844784662854847,1.0308429585156824,11.654811256681917,True
IEC Ieff,0.013888888557751973,0.17863247990608216,8.830595756922518,1.0311794808761672,11.677348949733098,True
IEC Ieff,0.04166666567325592,0.17863247990608216,8.827038752787812,0.973857792565393,11.032667011434869,True
IEC Ieff,0.06944444278875987,0.17863247990608216,8.828797575888496,0.9935403466278663,11.253404986215013,True
IEC Ieff,0.09722221990426382,0.17863247990608216,8.855912421848473,1.0776602563488005,12.168822420715212,True
IEC Ieff,0.12499999701976776,0.17863247990608216,8.852027808674809,1.0542094909086157,11.90924287286481,True
IEC Ieff,0.15277777413527172,0.17863247990608216,8.84489869698403,1.1167264976805995,12.625656165642523,True
IEC Ieff,0.18055555125077566,0.17863247990608216,8.832493165456427,1.1540870521652897,13.06637922663653,True
IEC Ieff,0.2083333283662796,0.17863247990608216,8.84604698570983,1.125447848273058,12.722607624525853,True
IEC Ieff,-0.2638888825972875,0.20769230922063192,8.991052494237367,1.0862493631075172,12.081448348830426,True
IEC Ieff,-0.23611110548178355,0.20769230922063192,9.010049663408559,1.042264305406768,11.5677975631987,True
IEC Ieff,-0.2083333283662796,0.20769230922063192,9.00249325350221,1.0030456458902186,11.141865010562569,True
IEC Ieff,-0.18055555125077566,0.20769230922063192,8.972303904957972,1.083443521249819,12.075421572057127,True
IEC Ieff,-0.15277777413527172,0.20769230922063192,8.97257062214633,1.066989460305032,11.891680826356064,True
IEC Ieff,-0.12499999701976776,0.20769230922063192,8.975197298392983,1.0884537257869142,12.12735151774104,True
IEC Ieff,-0.09722221990426382,0.20769230922063192,8.964270632551395,1.085807447960591,12.112613423536839,True
IEC Ieff,-0.06944444278875987,0.20769230922063192,8.951292028410267,1.1649883272613186,13.014750536166101,True
IEC Ieff,-0.04166666567325592,0.20769230922063192,8.959362300901583,1.0872617267009599,12.135481189230939,True
IEC Ieff,-0.013888888557751973,0.20769230922063192,8.970575849307362,1.057156753964056,11.78471451245442,True
IEC Ieff,0.013888888557751973,0.20769230922063192,8.961000659377042,1.0570610357689236,11.796238790171111,True
IEC Ieff,0.04166666567325592,0.20769230922063192,8.972731945153939,0.9989139869330592,11.132774198972479,True
IEC Ieff,0.06944444278875987,0.20769230922063192,8.965471387529245,1.0059892487762743,11.220706701217976,True
IEC Ieff,0.09722221990426382,0.20769230922063192,8.984284628026199,1.0725874762167331,11.93848503943018,True
IEC Ieff,0.12499999701976776,0.20769230922063192,8.980947926089344,1.014754452070694,11.298968220524552,True
IEC Ieff,0.15277777413527172,0.20769230922063192,8.950183328456063,1.057341856347251,11.813633503858584,True
IEC Ieff,0.18055555125077566,0.20769230922063192,8.966421649954883,1.062565017397899,11.850491298312361,True
IEC Ieff,0.2083333283662796,0.20769230922063192,8.97246484873119,1.0843194526702686,12.08496740807632,True
IEC Ieff,0.23611110548178355,0.20769230922063192,8.992475365142653,1.1593261211420467,12.892180118011984,True
IEC Ieff,0.2638888825972875,0.20769230922063192,9.005646076230073,1.0622534337394671,11.795416172785526,True
IEC Ieff,-0.29166665971279143,0.23675213853518168,9.124904835067648,1.0904997675616908,11.950807019606646,True
IEC Ieff,-0.2638888825972875,0.23675213853518168,9.12004519381448,1.064614953254889,11.673351728311022,True
IEC Ieff,-0.23611110548178355,0.23675213853518168,9.118481247719796,1.0701395469144506,11.735940644524042,True
IEC Ieff,-0.2083333283662796,0.23675213853518168,9.099220197373866,1.061052496974118,11.660916803402003,True
IEC Ieff,-0.18055555125077566,0.23675213853518168,9.09032126478525,1.0373556093844873,11.411649590461355,True
IEC Ieff,-0.15277777413527172,0.23675213853518168,9.060575010393034,1.1099705536424198,12.250553109148322,True
IEC Ieff,-0.12499999701976776,0.23675213853518168,9.08545093901569,1.0990891365328848,12.097243647126657,True
IEC Ieff,-0.09722221990426382,0.23675213853518168,9.092503758642339,1.0855313167069462,11.938750266395646,True
IEC Ieff,-0.06944444278875987,0.23675213853518168,9.089006525143605,1.082225733859536,11.906974990783572,True
IEC Ieff,-0.04166666567325592,0.23675213853518168,9.084740352718251,1.0541930889595477,11.60399800137515,True
IEC Ieff,-0.013888888557751973,0.23675213853518168,9.074181049571735,1.0185416611801406,11.224612509006658,True
IEC Ieff,0.013888888557751973,0.23675213853518168,9.0828189699761,1.0011859444861033,11.02285477444386,True
IEC Ieff,0.04166666567325592,0.23675213853518168,9.087963201898848,1.0305025590815773,11.339202593450896,True
IEC Ieff,0.06944444278875987,0.23675213853518168,9.088439239976394,1.0463501443542218,11.512979475637003,True
IEC Ieff,0.09722221990426382,0.23675213853518168,9.078967894312356,1.0481414456339435,11.544720257140309,True
IEC Ieff,0.12499999701976776,0.23675213853518168,9.08058305353687,1.030729586614765,11.3509185537739,True
IEC Ieff,0.15277777413527172,0.23675213853518168,9.103378584793028,1.0124673867360932,11.121885982281295,True
IEC Ieff,0.18055555125077566,0.23675213853518168,9.096108975008654,1.0683955952826465,11.745633195666832,True
IEC Ieff,0.2083333283662796,0.23675213853518168,9.115432335212029,1.0402656615654085,11.412137387570343,True
IEC Ieff,0.23611110548178355,0.23675213853518168,9.124750288813624,1.0629448403780792,11.649029362273984,True
IEC Ieff,0.2638888825972875,0.23675213853518168,9.120580821155155,0.9391595828469986,10.297146653956744,True
IEC Ieff,0.29166665971279143,0.23675213853518168,9.134188311317525,0.9874235626082687,10.810194939651312,True
IEC Ieff,-0.3472222139437993,0.26581196784973143,9.219508264272637,1.0800789027860636,11.715146533048584,True
IEC Ieff,-0.3194444368282954,0.26581196784973143,9.229767560047648,1.1365801559766895,12.314287966433056,True
IEC Ieff,-0.29166665971279143,0.26581196784973143,9.228763611224615,1.1936772655191097,12.934314018697831,True
IEC Ieff,-0.2638888825972875,0.26581196784973143,9.205316621257376,1.121744060918892,12.185828115118873,True
IEC Ieff,-0.23611110548178355,0.26581196784973143,9.209804085187706,1.1065786609329604,12.01522476154179,True
IEC Ieff,-0.2083333283662796,0.26581196784973143,9.192493074512317,1.1014891363517152,11.982485354335191,True
IEC Ieff,-0.18055555125077566,0.26581196784973143,9.176501684060243,1.1242173955962884,12.251045488817109,True
IEC Ieff,-0.15277777413527172,0.26581196784973143,9.178136761333846,1.0864348102238222,11.837204418230222,True
IEC Ieff,-0.12499999701976776,0.26581196784973143,9.214782591686296,1.080060981765665,11.720960001162815,True
IEC Ieff,-0.09722221990426382,0.26581196784973143,9.213483268746595,0.9906761123668162,10.752460100810364,True
IEC Ieff,-0.06944444278875987,0.26581196784973143,9.198168844639783,1.0429201142075568,11.338344966512729,True
IEC Ieff,-0.04166666567325592,0.26581196784973143,9.184626599279134,1.0431391292837553,11.357447338856728,True
IEC Ieff,-0.013888888557751973,0.26581196784973143,9.175141650642743,0.9743983203449106,10.619981221506825,True
IEC Ieff,0.013888888557751973,0.26581196784973143,9.163692218452542,1.0675686262270687,11.649983443107688,True
IEC Ieff,0.04166666567325592,0.26581196784973143,9.177200810884008,1.0045413408751378,10.946053830311401,True
IEC Ieff,0.06944444278875987,0.26581196784973143,9.179202426430226,1.0351476284107863,11.277097729430434,True
IEC Ieff,0.09722221990426382,0.26581196784973143,9.188165993747843,1.0622192086508582,11.560731590762002,True
IEC Ieff,0.12499999701976776,0.26581196784973143,9.212859197353122,1.03444358488153,11.228257837466227,True
IEC Ieff,0.15277777413527172,0.26581196784973143,9.221706306739264,0.9912809572967796,10.74943100901345,True
IEC Ieff,0.18055555125077566,0.26581196784973143,9.224743726796405,1.024866010702351,11.109967290747376,True
IEC Ieff,0.2083333283662796,0.26581196784973143,9.22665932209207,1.0122984312572307,10.97145126875347,True
