case,file,nt_used,U_min_all,U_max_all,U_mean_all,U_std_spatial_all,TI_min_all_percent,TI_max_all_percent,TI_mean_all_percent,TI_std_spatial_all_percent,U_min_rotor,U_max_rotor,U_mean_rotor,U_std_spatial_rotor,TI_min_rotor_percent,TI_max_rotor_percent,TI_mean_rotor_percent,TI_std_spatial_rotor_percent,u_fluct_std_mean_rotor,u_fluct_std_max_rotor
IEC Ieff,D:\OpenFAST\15MW\cases\Validate_Final\New_IEFF_PDBL\TurbSim\15mw_ieff_U10_S101.bts,12000,7.451150568189776,10.66134601655921,9.774828081561283,0.7750327846353793,8.397029617901467,16.86417985736032,11.433403724690983,1.4680491202721273,8.662979503212624,10.627894230062925,9.953094430179451,0.45719187266876643,8.491248666897018,14.04234528626693,11.112865774613477,0.9597626491925526,1.1044262996229275,1.375134810191064
LES-informed,D:\OpenFAST\15MW\cases\Validate_Final\T136\TurbSim\LES\15MW_U10_S101_LES.bts,12000,4.693301310822567,8.992069055833952,7.567944935991047,1.1325214078003845,5.39783089323823,9.706729844257048,8.19669000479551,0.837589634305804,5.68474050187603,8.845289989055527,7.851540389516659,0.6938981340995724,6.860667981929154,9.62765013930416,8.395138143634348,0.49226156579178426,0.6618744315006131,0.826289038336577
