turbine_id,y_over_D,z_over_D,U_LES_mps,TI_LES_percent,inside_rotor_mask
T136,0.2,0.6541666666666667,8.0922,8.799999999999999,True
T136,0.3,0.6541666666666667,8.0351,8.88,True
T136,0.4,0.6541666666666667,8.0147,8.84,True
T136,0.5,0.6541666666666667,7.9411,8.9,False
T136,0.6,0.6541666666666667,7.855,9.02,False
T136,0.7,0.6541666666666667,7.7982,8.93,False
T136,0.8,0.6541666666666667,7.7555,8.94,False
T136,0.9,0.6541666666666667,7.7167,9.030000000000001,False
T136,1.0,0.6541666666666667,7.6998,8.870000000000001,False
T136,1.1,0.6541666666666667,7.7273,8.68,False
T136,1.2,0.6541666666666667,7.7597,8.43,False
T136,1.3,0.6541666666666667,7.8087,8.42,False
T136,1.4,0.6541666666666667,7.8461,8.41,False
T136,1.5,0.6541666666666667,7.8987,8.469999999999999,False
T136,-1.5,0.7541666666666667,8.472,8.6,False
T136,-1.4,0.7541666666666667,8.5277,8.309999999999999,False
T136,-1.3,0.7541666666666667,8.5692,8.12,False
T136,-1.2,0.7541666666666667,8.5876,7.920000000000001,False
T136,-1.1,0.7541666666666667,8.5954,7.71,False
T136,-1.0,0.7541666666666667,8.5978,7.66,False
T136,-0.9,0.7541666666666667,8.5844,7.7,False
T136,-0.8,0.7541666666666667,8.5762,7.969999999999999,False
T136,-0.7,0.7541666666666667,8.5887,8.15,False
T136,-0.6,0.7541666666666667,8.5872,8.24,False
T136,-0.5,0.7541666666666667,8.5614,8.34,False
T136,-0.4,0.7541666666666667,8.5335,8.38,True
T136,-0.3,0.7541666666666667,8.5152,8.41,True
T136,-0.2,0.7541666666666667,8.472,8.48,True
T136,-0.1,0.7541666666666667,8.4337,8.63,True
T136,0.0,0.7541666666666667,8.3837,8.83,True
T136,0.1,0.7541666666666667,8.3281,8.91,True
T136,0.2,0.7541666666666667,8.2538,9.01,True
T136,0.3,0.7541666666666667,8.1937,9.11,True
T136,0.4,0.7541666666666667,8.1406,9.13,True
T136,0.5,0.7541666666666667,8.0642,9.13,False
T136,0.6,0.7541666666666667,7.9934,9.139999999999999,False
T136,0.7,0.7541666666666667,7.9442,9.11,False
T136,0.8,0.7541666666666667,7.9004,9.13,False
T136,0.9,0.7541666666666667,7.8605,9.13,False
T136,1.0,0.7541666666666667,7.8455,9.08,False
T136,1.1,0.7541666666666667,7.864,9.1,False
T136,1.2,0.7541666666666667,7.9012,8.73,False
T136,1.3,0.7541666666666667,7.9526,8.450000000000001,False
T136,1.4,0.7541666666666667,7.9905,8.39,False
T136,1.5,0.7541666666666667,8.03,8.49,False
T136,-1.5,0.8541666666666666,8.6498,8.62,False
T136,-1.4,0.8541666666666666,8.6916,8.5,False
T136,-1.3,0.8541666666666666,8.72,8.32,False
T136,-1.2,0.8541666666666666,8.7344,8.110000000000001,False
T136,-1.1,0.8541666666666666,8.7444,7.85,False
T136,-1.0,0.8541666666666666,8.7421,7.8100000000000005,False
T136,-0.9,0.8541666666666666,8.7289,7.920000000000001,False
T136,-0.8,0.8541666666666666,8.7165,8.09,False
T136,-0.7,0.8541666666666666,8.7155,8.260000000000002,False
T136,-0.6,0.8541666666666666,8.7022,8.42,False
T136,-0.5,0.8541666666666666,8.683,8.44,False
T136,-0.4,0.8541666666666666,8.6608,8.36,True
T136,-0.3,0.8541666666666666,8.6413,8.39,True
T136,-0.2,0.8541666666666666,8.613,8.52,True
T136,-0.1,0.8541666666666666,8.5722,8.63,True
T136,0.0,0.8541666666666666,8.5271,8.86,True
T136,0.1,0.8541666666666666,8.4766,9.09,True
T136,0.2,0.8541666666666666,8.4128,9.32,True
T136,0.3,0.8541666666666666,8.3418,9.32,True
T136,0.4,0.8541666666666666,8.2788,9.29,True
T136,0.5,0.8541666666666666,8.1959,9.26,False
T136,0.6,0.8541666666666666,8.1225,9.29,False
T136,0.7,0.8541666666666666,8.0731,9.36,False
T136,0.8,0.8541666666666666,8.0288,9.41,False
T136,0.9,0.8541666666666666,7.9999,9.46,False
T136,1.0,0.8541666666666666,7.9962,9.520000000000001,False
T136,1.1,0.8541666666666666,8.0093,9.44,False
T136,1.2,0.8541666666666666,8.0375,9.030000000000001,False
T136,1.3,0.8541666666666666,8.0801,8.73,False
T136,1.4,0.8541666666666666,8.1306,8.66,False
T136,1.5,0.8541666666666666,8.1883,8.59,False
T136,-1.5,0.9541666666666667,8.7952,8.790000000000001,False
T136,-1.4,0.9541666666666667,8.8405,8.63,False
T136,-1.3,0.9541666666666667,8.8742,8.459999999999999,False
T136,-1.2,0.9541666666666667,8.8864,8.33,False
T136,-1.1,0.9541666666666667,8.8846,8.219999999999999,False
T136,-1.0,0.9541666666666667,8.8782,8.17,False
T136,-0.9,0.9541666666666667,8.8725,8.129999999999999,False
T136,-0.8,0.9541666666666667,8.8537,8.21,False
T136,-0.7,0.9541666666666667,8.8452,8.25,False
T136,-0.6,0.9541666666666667,8.8339,8.35,False
T136,-0.5,0.9541666666666667,8.8168,8.3,False
T136,-0.4,0.9541666666666667,8.8063,8.18,False
T136,-0.3,0.9541666666666667,8.7873,8.25,True
T136,-0.2,0.9541666666666667,8.7654,8.459999999999999,True
T136,-0.1,0.9541666666666667,8.7219,8.68,True
T136,0.0,0.9541666666666667,8.6632,8.97,True
T136,0.1,0.9541666666666667,8.6051,9.26,True
T136,0.2,0.9541666666666667,8.5535,9.46,True
T136,0.3,0.9541666666666667,8.4876,9.48,True
T136,0.4,0.9541666666666667,8.4238,9.43,False
T136,0.5,0.9541666666666667,8.3559,9.36,False
T136,0.6,0.9541666666666667,8.2785,9.41,False
T136,0.7,0.9541666666666667,8.2304,9.65,False
T136,0.8,0.9541666666666667,8.192,9.84,False
T136,0.9,0.9541666666666667,8.1736,9.87,False
T136,1.0,0.9541666666666667,8.183,9.76,False
T136,1.1,0.9541666666666667,8.2013,9.74,False
T136,1.2,0.9541666666666667,8.2179,9.49,False
T136,1.3,0.9541666666666667,8.2328,9.24,False
T136,1.4,0.9541666666666667,8.283,8.95,False
T136,1.5,0.9541666666666667,8.3449,8.77,False
T136,-1.5,1.0541666666666667,8.9404,9.15,False
