turbine,case,count,mean,min,max,std
T17,LES,6,1.0,0.8338256711842522,1.1572662073129831,0.1281899861822241
T17,Waked_BPA,6,1.013994031745582,0.9014799131678595,1.1782821726330857,0.11262650057543373
T17,Waked_NPA,6,1.013994031745582,0.9014799131678595,1.1782821726330857,0.11262650057543373
T17,Waked_TurbOPark_A0.04,6,1.013994031745582,0.9014799131678595,1.1782821726330857,0.11262650057543373
T17,Waked_TurbOPark_A0.06,6,1.013994031745582,0.9014799131678595,1.1782821726330857,0.11262650057543373
T30,LES,6,1.0,0.8229989466584894,1.1479266877963676,0.1263827106275527
T30,Waked_BPA,6,1.006248363730059,0.8946649994705393,1.1692267921584172,0.11174857071526383
T30,Waked_NPA,6,1.0063029200554754,0.8946541365331933,1.1693314169994624,0.1117671432909345
T30,Waked_TurbOPark_A0.04,6,1.006323581165727,0.8946610977159736,1.1693666309295543,0.11177535556782009
T30,Waked_TurbOPark_A0.06,6,1.0063249935611314,0.8946613437098034,1.1693411091152763,0.11176364295074373
T119,LES,6,1.0,0.8473172199185791,1.137161541581164,0.11813494842432366
T119,Waked_BPA,6,1.5064557843218436,1.2918015483917942,1.7177600334467145,0.16744787418789964
T119,Waked_NPA,6,1.343531128528162,1.156583468007451,1.5197354261017828,0.14310770925677432
T119,Waked_TurbOPark_A0.04,6,0.9833268287429594,0.8547995970255396,1.1199572557351842,0.11096807690106011
T119,Waked_TurbOPark_A0.06,6,1.0448348173096809,0.8945727602618465,1.2133323844613633,0.1238293531413779
T120,LES,6,1.0,0.8455129526572233,1.1421255357454048,0.12403113885526243
T120,Waked_BPA,6,1.5900170353142287,1.363456192717191,1.8130420714549824,0.1767360019834693
T120,Waked_NPA,6,1.4180551490904802,1.2207377315906471,1.6040332825036405,0.15104571801654276
T120,Waked_TurbOPark_A0.04,6,0.9632210233895565,0.8438301326575256,1.1127946185761095,0.10836815215680266
T120,Waked_TurbOPark_A0.06,6,1.0285497067173461,0.8923170410743394,1.1936797478560837,0.11679968524388157
T135,LES,6,1.0,0.8605679669437517,1.1329981356850278,0.11599894163475404
T135,Waked_BPA,6,1.6103390609065897,1.3727028260240741,1.8369595133009728,0.1788613110679357
T135,Waked_NPA,6,1.4473028420802294,1.2353707924146757,1.6819093988292977,0.16976146602847028
T135,Waked_TurbOPark_A0.04,6,0.9920749529903086,0.8691218703232023,1.1461175931071441,0.11160617683021093
T135,Waked_TurbOPark_A0.06,6,1.059337088853477,0.918824810667476,1.2295313957109073,0.12036164297068642
T136,LES,6,1.0000000000000002,0.8510237826224875,1.1507124697485964,0.11789228257087325
T136,Waked_BPA,6,1.604177272605714,1.3667236676648882,1.8289185091671312,0.17763610641942945
T136,Waked_NPA,6,1.440833592154443,1.2299584200383729,1.674414694417138,0.16899090672616174
T136,Waked_TurbOPark_A0.04,6,0.9877550942128583,0.8653373944336812,1.1411269760880869,0.11112020253850603
T136,Waked_TurbOPark_A0.06,6,1.0547243460281808,0.9148239099176517,1.2241775643538082,0.11983754416314367
T225,LES,6,1.0000000000000002,0.8338153842181307,1.189824629888327,0.12137277790193117
T225,Waked_BPA,6,0.9359139759470162,0.8320637236068015,1.087551522446448,0.10395398064532282
T225,Waked_NPA,6,0.9359139759470162,0.8320637236068015,1.087551522446448,0.10395398064532282
T225,Waked_TurbOPark_A0.04,6,0.9359139759470162,0.8320637236068015,1.087551522446448,0.10395398064532282
T225,Waked_TurbOPark_A0.06,6,0.9359139759470162,0.8320637236068015,1.087551522446448,0.10395398064532282
T238,LES,6,1.0,0.8668603254046198,1.121689777431795,0.10920151217766
T238,Waked_BPA,6,1.468859958875159,1.2480467645479474,1.713598331354165,0.17923838282272775
T238,Waked_NPA,6,1.334217620446746,1.1250133683191157,1.5634519472826909,0.16554006324201725
T238,Waked_TurbOPark_A0.04,6,0.9559796570799474,0.8527355030698877,1.079728505084302,0.09886953741152382
T238,Waked_TurbOPark_A0.06,6,1.033089223252009,0.8789649828669948,1.1956707255464025,0.12517564629894934
