TI_label,TI_input,TI_input_percent,model,model_label,RMSE_U_mps,RMSE_TI,RMSE_TI_percent_points,NRMSE_U,NRMSE_TI,combined_score,U_model_rotor_mean,TI_model_rotor_mean,U_LES_rotor_mean,TI_LES_rotor_mean
6.4%,0.0642,6.419999999999999,BPA2014,BPA,0.21941104281085494,0.04303261542231065,4.3032615422310645,0.026087086382042216,0.4843639215803235,0.301053187501011,8.629389327476956,0.13173381918810495,8.410714772727273,0.08884356060606059
6.4%,0.0642,6.419999999999999,NPA2016,NPA,0.3618465428792164,0.02637448843412934,2.637448843412934,0.04302209177899436,0.2968643788498743,0.19532746402152235,8.76153647549958,0.11498513537331898,8.410714772727273,0.08884356060606059
6.4%,0.0642,6.419999999999999,Nygaard2022,"TurbOPark, A=0.04",0.7370000436093399,0.024890495941110632,2.489049594111063,0.08762632707497689,0.28016094550146486,0.20314709813086967,7.686896239787223,0.06420000000000001,8.410714772727273,0.08884356060606059
6.4%,0.0642,6.419999999999999,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.3109119128786747,0.024890495941110632,2.489049594111063,0.03696617009137475,0.28016094550146486,0.1828830353374288,8.126291911788204,0.06420000000000001,8.410714772727273,0.08884356060606059
7.0%,0.07036741444444444,7.036741444444444,BPA2014,BPA,0.21941104281085494,0.04584513038926755,4.5845130389267545,0.026087086382042216,0.5160208581975738,0.3200473494713612,8.629389327476956,0.1345550938505174,8.410714772727273,0.08884356060606059
7.0%,0.07036741444444444,7.036741444444444,NPA2016,NPA,0.38736214035264666,0.030126019646546435,3.0126019646546434,0.04605579321376035,0.339090637982505,0.22187670007500712,8.786327922620387,0.11876588255630774,8.410714772727273,0.08884356060606059
7.0%,0.07036741444444444,7.036741444444444,Nygaard2022,"TurbOPark, A=0.04",0.6880536157550333,0.01880424648411273,1.880424648411273,0.08180679458850842,0.21165570533009423,0.1597161410334599,7.737602395522501,0.07036741444444443,8.410714772727273,0.08884356060606059
7.0%,0.07036741444444444,7.036741444444444,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.2740089593463043,0.01880424648411273,1.880424648411273,0.03257855803585332,0.21165570533009423,0.14002484641239787,8.167192931664315,0.07036741444444443,8.410714772727273,0.08884356060606059
7.7%,0.07653482888888888,7.653482888888888,BPA2014,BPA,0.21941104281085494,0.04890231712560548,4.8902317125605475,0.026087086382042216,0.5504317565843881,0.3406938885034498,8.629389327476956,0.1376206547323349,8.410714772727273,0.08884356060606059
7.7%,0.07653482888888888,7.653482888888888,NPA2016,NPA,0.4095729023185007,0.03405964927468143,3.4059649274681427,0.048696563061035994,0.3833665494982199,0.24949855492334633,8.80786947487782,0.12272317099143022,8.410714772727273,0.08884356060606059
