TI_label,TI_input,TI_input_percent,model,model_label,y_rel_m,y_over_D,inside_rotor,U_model_mps,TI_model,TI_model_percent,U_LES_mps,TI_LES,TI_LES_percent
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-360.0,-1.5,False,8.648643276820101,0.11712914661069386,11.712914661069386,8.439920833333334,0.08762500000000001,8.762500000000001
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-336.0,-1.4,False,8.697942782239782,0.11712914661069386,11.712914661069386,8.491145833333334,0.08633333333333335,8.633333333333335
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-312.0,-1.3,False,8.735557046797412,0.11712914661069386,11.712914661069386,8.524679166666667,0.083925,8.3925
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-288.0,-1.2,False,8.764129297228713,0.11712914661069386,11.712914661069386,8.551400000000001,0.08344166666666666,8.344166666666666
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-264.0,-1.1,False,8.785739910362002,0.11712914661069386,11.712914661069386,8.574958333333333,0.08355,8.355
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-240.0,-1.0,False,8.801800523154126,0.11712914661069386,11.712914661069386,8.5995125,0.08373333333333333,8.373333333333333
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-216.0,-0.9,False,8.813068407555104,0.11712914661069386,11.712914661069386,8.624008333333332,0.08451666666666666,8.451666666666666
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-192.0,-0.8,False,8.819738313463649,0.11712914661069386,11.712914661069386,8.636320833333334,0.08545,8.545
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-168.0,-0.7,False,8.821575430612066,0.11712914661069386,11.712914661069386,8.646829166666667,0.08553333333333334,8.553333333333333
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-144.0,-0.6,False,8.81806368371123,0.11712914661069386,11.712914661069386,8.650695833333334,0.08555,8.555
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-120.0,-0.5,True,8.808553887796352,0.13173381918810492,13.173381918810492,8.643766666666666,0.08602083333333334,8.602083333333335
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-96.0,-0.4,True,8.792403864411053,0.13173381918810492,13.173381918810492,8.636175,0.0873625,8.73625
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-72.0,-0.3,True,8.769106709352853,0.13173381918810492,13.173381918810492,8.6146125,0.08927083333333333,8.927083333333332
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-48.0,-0.2,True,8.738404479867944,0.13173381918810492,13.173381918810492,8.585558333333333,0.090325,9.0325
6.4%,0.0642,6.419999999999999,BPA2014,BPA,-24.0,-0.1,True,8.700383722912663,0.13173381918810492,13.173381918810492,8.547408333333333,0.090725,9.0725
6.4%,0.0642,6.419999999999999,BPA2014,BPA,0.0,0.0,True,8.655547727237618,0.13173381918810492,13.173381918810492,8.490391666666666,0.09129583333333333,9.129583333333333
6.4%,0.0642,6.419999999999999,BPA2014,BPA,24.0,0.1,True,8.604859220320465,0.13173381918810492,13.173381918810492,8.42035,0.09270833333333334,9.270833333333334
6.4%,0.0642,6.419999999999999,BPA2014,BPA,48.0,0.2,True,8.549747201871739,0.13173381918810492,13.173381918810492,8.357645833333333,0.09502083333333333,9.502083333333333
6.4%,0.0642,6.419999999999999,BPA2014,BPA,72.0,0.3,True,8.492073093313873,0.13173381918810492,13.173381918810492,8.293270833333333,0.0969875,9.69875
6.4%,0.0642,6.419999999999999,BPA2014,BPA,96.0,0.4,True,8.434054399352686,0.13173381918810492,13.173381918810492,8.228158333333333,0.09714583333333332,9.714583333333332
6.4%,0.0642,6.419999999999999,BPA2014,BPA,120.0,0.5,True,8.378148295809822,0.13173381918810492,13.173381918810492,8.160016666666667,0.0957375,9.57375
6.4%,0.0642,6.419999999999999,BPA2014,BPA,144.0,0.6,False,8.3269023742409,0.13173381918810492,13.173381918810492,8.090570833333333,0.09398333333333334,9.398333333333333
6.4%,0.0642,6.419999999999999,BPA2014,BPA,168.0,0.7,False,8.282784409260918,0.13173381918810492,13.173381918810492,8.024145833333334,0.09122916666666667,9.122916666666667
6.4%,0.0642,6.419999999999999,BPA2014,BPA,192.0,0.8,False,8.248006644342915,0.13173381918810492,13.173381918810492,7.965466666666666,0.08982499999999999,8.982499999999998
6.4%,0.0642,6.419999999999999,BPA2014,BPA,216.0,0.9,False,8.224361994949216,0.13173381918810492,13.173381918810492,7.918675,0.08953333333333333,8.953333333333333
6.4%,0.0642,6.419999999999999,BPA2014,BPA,240.0,1.0,False,8.213089268227014,0.13173381918810492,13.173381918810492,7.8838541666666675,0.08853333333333332,8.853333333333332
6.4%,0.0642,6.419999999999999,BPA2014,BPA,264.0,1.1,False,8.214781870722026,0.13173381918810492,13.173381918810492,7.8637250000000005,0.08767083333333334,8.767083333333334
6.4%,0.0642,6.419999999999999,BPA2014,BPA,288.0,1.2,False,8.229349787055293,0.13173381918810492,13.173381918810492,7.851566666666667,0.08664583333333334,8.664583333333335
6.4%,0.0642,6.419999999999999,BPA2014,BPA,312.0,1.3,False,8.256038486975228,0.13173381918810492,13.173381918810492,7.852762499999999,0.08663333333333334,8.663333333333334
6.4%,0.0642,6.419999999999999,BPA2014,BPA,336.0,1.4,False,8.293501719077103,0.13173381918810492,13.173381918810492,7.884874999999999,0.08827916666666666,8.827916666666665
6.4%,0.0642,6.419999999999999,BPA2014,BPA,360.0,1.5,False,8.339918796613308,0.13173381918810492,13.173381918810492,7.944770833333333,0.08952500000000001,8.9525
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-360.0,-1.5,False,8.755403898794224,0.130058747132485,13.005874713248499,8.439920833333334,0.08762500000000001,8.762500000000001
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-336.0,-1.4,False,8.7999508998861,0.130058747132485,13.005874713248499,8.491145833333334,0.08633333333333335,8.633333333333335
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-312.0,-1.3,False,8.835085811604866,0.10354507620818258,10.354507620818259,8.524679166666667,0.083925,8.3925
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-288.0,-1.2,False,8.861391023851974,0.10354507620818258,10.354507620818259,8.551400000000001,0.08344166666666666,8.344166666666666
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-264.0,-1.1,False,8.879673116150396,0.10354507620818258,10.354507620818259,8.574958333333333,0.08355,8.355
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-240.0,-1.0,False,8.890802957072017,0.10354507620818258,10.354507620818259,8.5995125,0.08373333333333333,8.373333333333333
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-216.0,-0.9,False,8.895655759457236,0.11498513537331899,11.498513537331899,8.624008333333332,0.08451666666666666,8.451666666666666
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-192.0,-0.8,False,8.895031205959633,0.11498513537331899,11.498513537331899,8.636320833333334,0.08545,8.545
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-168.0,-0.7,False,8.889647161900193,0.11498513537331899,11.498513537331899,8.646829166666667,0.08553333333333334,8.553333333333333
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-144.0,-0.6,False,8.880128219356536,0.11498513537331899,11.498513537331899,8.650695833333334,0.08555,8.555
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-120.0,-0.5,True,8.867020315928082,0.11498513537331899,11.498513537331899,8.643766666666666,0.08602083333333334,8.602083333333335
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-96.0,-0.4,True,8.850808965810083,0.11498513537331899,11.498513537331899,8.636175,0.0873625,8.73625
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-72.0,-0.3,True,8.831962595996616,0.11498513537331899,11.498513537331899,8.6146125,0.08927083333333333,8.927083333333332
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-48.0,-0.2,True,8.810942469593064,0.11498513537331899,11.498513537331899,8.585558333333333,0.090325,9.0325
6.4%,0.0642,6.419999999999999,NPA2016,NPA,-24.0,-0.1,True,8.788230886190854,0.11498513537331899,11.498513537331899,8.547408333333333,0.090725,9.0725
6.4%,0.0642,6.419999999999999,NPA2016,NPA,0.0,0.0,True,8.76435019249575,0.11498513537331899,11.498513537331899,8.490391666666666,0.09129583333333333,9.129583333333333
6.4%,0.0642,6.419999999999999,NPA2016,NPA,24.0,0.1,True,8.739859738693877,0.11498513537331899,11.498513537331899,8.42035,0.09270833333333334,9.270833333333334
6.4%,0.0642,6.419999999999999,NPA2016,NPA,48.0,0.2,True,8.715355499361092,0.11498513537331899,11.498513537331899,8.357645833333333,0.09502083333333333,9.502083333333333
