TI_label,TI_input,TI_input_percent,model,model_label,RMSE_U_mps,RMSE_TI,RMSE_TI_percent_points,NRMSE_U,NRMSE_TI,combined_score,U_model_rotor_mean,TI_model_rotor_mean,U_LES_rotor_mean,TI_LES_rotor_mean
6.4%,0.0642,6.419999999999999,BPA2014,BPA,0.1783546543733417,0.03984451918734465,3.984451918734465,0.021100849940190274,0.43283597774125143,0.268141926620827,8.629389327477007,0.13173381918810495,8.452486742424243,0.09205454545454544
6.4%,0.0642,6.419999999999999,NPA2016,NPA,0.3230525260101362,0.023215359124314498,2.32153591243145,0.0382198204924344,0.2521913394898869,0.1666027318909059,8.7615364754998,0.11498513537331898,8.452486742424243,0.09205454545454544
6.4%,0.0642,6.419999999999999,Nygaard2022,"TurbOPark, A=0.04",0.7774284850223299,0.028089440146205708,2.808944014620571,0.09197630339013782,0.30513908908578197,0.2198739748075243,7.686896239787218,0.06420000000000001,8.452486742424243,0.09205454545454544
6.4%,0.0642,6.419999999999999,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.3489100166856079,0.028089440146205708,2.808944014620571,0.041278978283914775,0.30513908908578197,0.1995950447650351,8.126291911788202,0.06420000000000001,8.452486742424243,0.09205454545454544
7.0%,0.07036741444444444,7.036741444444444,BPA2014,BPA,0.1783546543733417,0.0426548655982678,4.26548655982678,0.021100849940190274,0.4633651210556447,0.28645941260946295,8.629389327477007,0.1345550938505174,8.452486742424243,0.09205454545454544
7.0%,0.07036741444444444,7.036741444444444,NPA2016,NPA,0.3485131911307462,0.026956195484747376,2.695619548474738,0.041232030496008765,0.2928285110924562,0.19218991885387723,8.78632792262187,0.11876588255630774,8.452486742424243,0.09205454545454544
7.0%,0.07036741444444444,7.036741444444444,Nygaard2022,"TurbOPark, A=0.04",0.728323289693437,0.021988010294185754,2.1988010294185756,0.08616674735943422,0.23885849618412336,0.1777817966542477,7.737602395522498,0.07036741444444443,8.452486742424243,0.09205454545454544
7.0%,0.07036741444444444,7.036741444444444,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.3110120569729247,0.021988010294185754,2.1988010294185756,0.03679533212538632,0.23885849618412336,0.15803323056062854,8.167192931664312,0.07036741444444443,8.452486742424243,0.09205454545454544
7.7%,0.07653482888888888,7.653482888888888,BPA2014,BPA,0.1783546543733417,0.04571007831937488,4.5710078319374885,0.021100849940190274,0.49655427761517257,0.3063729065451797,8.629389327477007,0.1376206547323349,8.452486742424243,0.09205454545454544
7.7%,0.07653482888888888,7.653482888888888,NPA2016,NPA,0.3706880157388208,0.030882123268480006,3.0882123268480006,0.04385549803684216,0.33547635389421304,0.2188280115512647,8.80786947488322,0.12272317099143022,8.452486742424243,0.09205454545454544
