TI_label,TI_input,TI_input_percent,model,model_label,RMSE_U_mps,RMSE_TI,RMSE_TI_percent_points,NRMSE_U,NRMSE_TI,combined_score,U_model_rotor_mean,TI_model_rotor_mean,U_LES_rotor_mean,TI_LES_rotor_mean
6.4%,0.0642,6.419999999999999,NPA2016,NPA,0.4069604255789007,0.020779148808036503,2.0779148808036503,0.0500334405320942,0.22041172937278558,0.15226041383650904,8.538993143216363,0.11500671490778011,8.13376856060606,0.09427424242424243
7.0%,0.07036741444444444,7.036741444444444,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.22221935416010807,0.023947317886592823,2.394731788659282,0.02732058977389322,0.2540176115001569,0.16333880280965143,7.929652601374732,0.07036741444444443,8.13376856060606,0.09427424242424243
7.7%,0.07653482888888888,7.653482888888888,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.17441855077289142,0.017793942859416,1.7793942859416,0.021443756294916662,0.18874660142419053,0.12182546337248099,7.9829826374112285,0.07653482888888886,8.13376856060606,0.09427424242424243
8.3%,0.08270224333333333,8.270224333333333,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.1333725783224224,0.011655418176362353,1.1655418176362353,0.016397390376753557,0.1236331141640146,0.08073882464911018,8.032776891890514,0.08270224333333333,8.13376856060606,0.09427424242424243
8.9%,0.08886965777777778,8.886965777777778,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.10202720193349311,0.0055809627401263275,0.5580962740126327,0.012543656876055853,0.059199231906966715,0.04053700189460237,8.079308022408242,0.08886965777777778,8.13376856060606,0.09427424242424243
9.5%,0.09503707222222221,9.503707222222221,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.08592125254306353,0.001587299343716502,0.1587299343716502,0.010563523156929044,0.016837041623453355,0.01432763423684363,8.122839138045807,0.09503707222222223,8.13376856060606,0.09427424242424243
10.1%,0.10120448666666666,10.120448666666666,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.0891661159670647,0.007068655824520757,0.7068655824520758,0.010962460426882467,0.07497971495449607,0.04937281314345063,8.16362114640706,0.10120448666666665,8.13376856060606,0.09427424242424243
10.7%,0.10737190111111111,10.737190111111111,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.10715366554624633,0.013171418791595068,1.3171418791595069,0.01317392605258271,0.1397138651331985,0.08909788950095218,8.201875031333264,0.10737190111111113,8.13376856060606,0.09427424242424243
11.4%,0.11353931555555555,11.353931555555555,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.13209335074340087,0.019315295821206564,1.9315295821206564,0.016240116713323153,0.20488412661314237,0.1294265226532147,8.23781225018176,0.11353931555555553,8.13376856060606,0.09427424242424243
12.0%,0.11970673,11.970673,Nygaard2022_A0.06,"TurbOPark, A=0.06",0.15940233389727115,0.025470552294697895,2.5470552294697897,0.019597598912427606,0.27017509385096045,0.1699440958755473,8.271621857721094,0.11970673000000001,8.13376856060606,0.09427424242424243
