case,file,nt_used,U_min_all,U_max_all,U_mean_all,U_std_spatial_all,TI_min_all_percent,TI_max_all_percent,TI_mean_all_percent,TI_std_spatial_all_percent,U_min_rotor,U_max_rotor,U_mean_rotor,U_std_spatial_rotor,TI_min_rotor_percent,TI_max_rotor_percent,TI_mean_rotor_percent,TI_std_spatial_rotor_percent,u_fluct_std_mean_rotor,u_fluct_std_max_rotor
BPA2014,D:\OpenFAST\15MW\cases\Validate_Final\T136\TurbSim\Waked_BPA\15MW_U10_S101_waked.bts,12000,6.138662291811132,9.446710823781112,8.40130447825873,0.7323309359813229,11.232314705774499,13.444892480729283,12.998366217400443,0.4254941441906103,7.3820283013709185,9.33734860731668,8.561700153833506,0.44245054581946414,11.918672219220387,13.444892480729283,13.021254375985412,0.3141988556693184,1.1149983342093548,1.2413322193035854
NPA2016,D:\OpenFAST\15MW\cases\Validate_Final\T136\TurbSim\Waked_NPA\15MW_U10_S101_waked.bts,12000,6.275804838705619,9.4664586416003,8.496471522596188,0.7317382583022541,10.419349271819488,11.73439686808902,11.42476751990709,0.2439100084664229,7.459118900529698,9.366437159556806,8.656333282786735,0.43498579440727375,10.419349271819488,11.73439686808902,11.371836476649538,0.27024723600993095,0.9844835318659831,1.0890884349494236
TurbOPark 0.04,D:\OpenFAST\15MW\cases\Validate_Final\T136\TurbSim\Waked_TurbOPark_A0.04_TI0.089\15MW_U10_S101_waked.bts,12000,6.100033386114767,9.107049951874833,7.894665060126254,0.6553550715541735,8.08417097663959,9.08140705622578,8.849278814043469,0.18419420371431472,7.163764854883747,8.992345889325092,8.00809143491204,0.4105652761530681,8.08417097663959,9.08140705622578,8.809417295900342,0.2043820641036575,0.705608284849206,0.8121337259790753
TurbOPark 0.06,D:\OpenFAST\15MW\cases\Validate_Final\T136\TurbSim\Waked_TurbOPark_A0.06_TI0.089\15MW_U10_S101_waked.bts,12000,6.193437514307595,9.259518882733946,8.186580212591466,0.6908280553366313,8.08414891264163,9.08138906893472,8.849281666514358,0.18420163559750774,7.331128872448819,9.182977002012974,8.334388008409531,0.42425971869858337,8.08414891264163,9.08138906893472,8.809427252870174,0.2043896780968359,0.7343139353191599,0.8316292150689132
