turbine_id,model,y_over_D,z_over_D,U_LES_mps,TI_LES_percent,U_PyWake_mps,TI_PyWake_percent,inside_rotor_mask
T136,Nygaard2022,-1.5,0.15416666666666667,6.7736,7.2700000000000005,6.9316575621810745,8.9,False
T136,Nygaard2022,-1.4,0.15416666666666667,6.7648,7.3,7.024030990972774,8.9,False
T136,Nygaard2022,-1.3,0.15416666666666667,6.7764,7.3,7.101044009862229,8.9,False
T136,Nygaard2022,-1.2,0.15416666666666667,6.7881,7.489999999999999,7.142481633029677,8.9,False
T136,Nygaard2022,-1.1,0.15416666666666667,6.7579,7.55,7.142331669796633,8.9,False
T136,Nygaard2022,-1.0,0.15416666666666667,6.7439,7.630000000000001,7.111855864073701,8.9,False
T136,Nygaard2022,-0.9,0.15416666666666667,6.7277,7.6,7.071551297431993,8.9,False
T136,Nygaard2022,-0.8,0.15416666666666667,6.7126,7.48,7.040486816660404,8.9,False
T136,Nygaard2022,-0.7,0.15416666666666667,6.7284,7.31,7.030441429289361,8.9,False
T136,Nygaard2022,-0.6,0.15416666666666667,6.7281,7.42,7.044640860993172,8.9,False
T136,Nygaard2022,-0.5,0.15416666666666667,6.7105,7.470000000000001,7.07870364430424,8.9,False
T136,Nygaard2022,-0.4,0.15416666666666667,6.6841,7.41,7.12267702471736,8.9,False
T136,Nygaard2022,-0.3,0.15416666666666667,6.658,7.449999999999999,7.164142319525566,8.9,False
T136,Nygaard2022,-0.2,0.15416666666666667,6.6376,7.6,7.192342178052624,8.9,False
T136,Nygaard2022,-0.1,0.15416666666666667,6.6173,7.670000000000001,7.202104931401216,8.9,True
T136,Nygaard2022,0.0,0.15416666666666667,6.5871,7.720000000000001,7.195094544458042,8.9,True
T136,Nygaard2022,0.1,0.15416666666666667,6.5287,7.82,7.176999312892048,8.9,True
T136,Nygaard2022,0.2,0.15416666666666667,6.4701,7.739999999999999,7.152384177594336,8.9,False
T136,Nygaard2022,0.3,0.15416666666666667,6.4374,7.779999999999999,7.12056554471552,8.9,False
T136,Nygaard2022,0.4,0.15416666666666667,6.4045,7.79,7.07508814883648,8.9,False
T136,Nygaard2022,0.5,0.15416666666666667,6.3568,7.7,7.008207753118738,8.9,False
T136,Nygaard2022,0.6,0.15416666666666667,6.32,7.64,6.918591158653356,8.9,False
T136,Nygaard2022,0.7,0.15416666666666667,6.2815,7.539999999999999,6.81678488366104,8.9,False
T136,Nygaard2022,0.8,0.15416666666666667,6.2583,7.430000000000001,6.723622949697811,8.9,False
T136,Nygaard2022,0.9,0.15416666666666667,6.2323,7.430000000000001,6.663074085007164,8.9,False
T136,Nygaard2022,1.0,0.15416666666666667,6.2135,7.290000000000001,6.6538851819844345,8.9,False
T136,Nygaard2022,1.1,0.15416666666666667,6.2302,7.21,6.703240613521695,8.9,False
T136,Nygaard2022,1.2,0.15416666666666667,6.2527,7.39,6.803309013553514,8.9,False
T136,Nygaard2022,1.3,0.15416666666666667,6.2775,7.57,6.930895404310112,8.9,False
T136,Nygaard2022,1.4,0.15416666666666667,6.3234,7.61,7.050849413502582,8.9,False
T136,Nygaard2022,1.5,0.15416666666666667,6.3735,7.5,7.126218847965077,8.9,False
T136,Nygaard2022,-1.5,0.25416666666666665,7.4909,8.04,7.118235817638763,8.9,False
T136,Nygaard2022,-1.4,0.25416666666666665,7.4838,8.110000000000001,7.2318797057412825,8.9,False
T136,Nygaard2022,-1.3,0.25416666666666665,7.4897,7.9799999999999995,7.330682499928883,8.9,False
T136,Nygaard2022,-1.2,0.25416666666666665,7.4975,7.9799999999999995,7.389827405014509,8.9,False
T136,Nygaard2022,-1.1,0.25416666666666665,7.491,8.03,7.40027918911168,8.9,False
T136,Nygaard2022,-1.0,0.25416666666666665,7.4721,8.14,7.373403129772678,8.9,False
T136,Nygaard2022,-0.9,0.25416666666666665,7.4571,8.17,7.332555436154146,8.9,False
T136,Nygaard2022,-0.8,0.25416666666666665,7.4574,8.21,7.300319072884351,8.9,False
T136,Nygaard2022,-0.7,0.25416666666666665,7.466,8.35,7.291044085903851,8.9,False
T136,Nygaard2022,-0.6,0.25416666666666665,7.4894,8.290000000000001,7.309185295390748,8.9,False
T136,Nygaard2022,-0.5,0.25416666666666665,7.4992,8.28,7.3503256064070985,8.9,False
T136,Nygaard2022,-0.4,0.25416666666666665,7.4878,8.17,7.403535351220436,8.9,False
T136,Nygaard2022,-0.3,0.25416666666666665,7.4687,8.17,7.454815217896682,8.9,True
T136,Nygaard2022,-0.2,0.25416666666666665,7.4434,8.33,7.491651533419085,8.9,True
T136,Nygaard2022,-0.1,0.25416666666666665,7.4148,8.42,7.507391312060688,8.9,True
T136,Nygaard2022,0.0,0.25416666666666665,7.3731,8.44,7.502812676641624,8.9,True
T136,Nygaard2022,0.1,0.25416666666666665,7.2975,8.540000000000001,7.482956305578533,8.9,True
T136,Nygaard2022,0.2,0.25416666666666665,7.2233,8.52,7.451230618181404,8.9,True
T136,Nygaard2022,0.3,0.25416666666666665,7.1963,8.23,7.404694939609998,8.9,True
T136,Nygaard2022,0.4,0.25416666666666665,7.1643,8.200000000000001,7.334249922570864,8.9,False
T136,Nygaard2022,0.5,0.25416666666666665,7.1026,8.110000000000001,7.23127911643635,8.9,False
T136,Nygaard2022,0.6,0.25416666666666665,7.0518,8.02,7.0973650573170275,8.9,False
T136,Nygaard2022,0.7,0.25416666666666665,7.0028,8.04,6.949368783348435,8.9,False
T136,Nygaard2022,0.8,0.25416666666666665,6.9495,8.08,6.815690326305855,8.9,False
T136,Nygaard2022,0.9,0.25416666666666665,6.8967,7.84,6.726948143830378,8.9,False
T136,Nygaard2022,1.0,0.25416666666666665,6.8835,7.829999999999999,6.706346390991523,8.9,False
T136,Nygaard2022,1.1,0.25416666666666665,6.9117,7.9399999999999995,6.762547519153323,8.9,False
T136,Nygaard2022,1.2,0.25416666666666665,6.932,7.95,6.885917853686803,8.9,False
T136,Nygaard2022,1.3,0.25416666666666665,6.9591,7.95,7.04836864697317,8.9,False
T136,Nygaard2022,1.4,0.25416666666666665,6.9986,8.04,7.2072710471061185,8.9,False
T136,Nygaard2022,1.5,0.25416666666666665,7.0623,8.200000000000001,7.316660476263307,8.9,False
T136,Nygaard2022,-1.5,0.3541666666666667,7.7652,8.07,7.17226760305299,8.9,False
T136,Nygaard2022,-1.4,0.3541666666666667,7.7833,8.110000000000001,7.307649145363925,8.9,False
T136,Nygaard2022,-1.3,0.3541666666666667,7.8102,7.93,7.428942867314357,8.9,False
T136,Nygaard2022,-1.2,0.3541666666666667,7.8172,7.920000000000001,7.506748310651002,8.9,False
T136,Nygaard2022,-1.1,0.3541666666666667,7.8073,8.01,7.528824980652681,8.9,False
T136,Nygaard2022,-1.0,0.3541666666666667,7.7965,8.01,7.5064830887014775,8.9,False
T136,Nygaard2022,-0.9,0.3541666666666667,7.793,8.18,7.46577725716349,8.9,False
T136,Nygaard2022,-0.8,0.3541666666666667,7.7915,8.23,7.432804532959423,8.9,False
T136,Nygaard2022,-0.7,0.3541666666666667,7.8005,8.309999999999999,7.424580500543154,8.9,False
T136,Nygaard2022,-0.6,0.3541666666666667,7.8203,8.38,7.446852121128282,8.9,False
T136,Nygaard2022,-0.5,0.3541666666666667,7.8261,8.41,7.495247093911008,8.9,False
T136,Nygaard2022,-0.4,0.3541666666666667,7.8251,8.25,7.5579371121207055,8.9,True
T136,Nygaard2022,-0.3,0.3541666666666667,7.8103,8.32,7.619418186753062,8.9,True
T136,Nygaard2022,-0.2,0.3541666666666667,7.7805,8.48,7.665405974494788,8.9,True
T136,Nygaard2022,-0.1,0.3541666666666667,7.736,8.59,7.687703952766233,8.9,True
T136,Nygaard2022,0.0,0.3541666666666667,7.677,8.58,7.685969753068753,8.9,True
T136,Nygaard2022,0.1,0.3541666666666667,7.6112,8.64,7.664336582582451,8.9,True
T136,Nygaard2022,0.2,0.3541666666666667,7.5505,8.61,7.624686327479692,8.9,True
T136,Nygaard2022,0.3,0.3541666666666667,7.5155,8.469999999999999,7.561562225330545,8.9,True
T136,Nygaard2022,0.4,0.3541666666666667,7.492,8.39,7.463302550943215,8.9,True
T136,Nygaard2022,0.5,0.3541666666666667,7.437,8.38,7.321032903453938,8.9,False
T136,Nygaard2022,0.6,0.3541666666666667,7.3634,8.219999999999999,7.14002391783664,8.9,False
T136,Nygaard2022,0.7,0.3541666666666667,7.3097,8.219999999999999,6.943833251281612,8.9,False
T136,Nygaard2022,0.8,0.3541666666666667,7.2583,8.290000000000001,6.7683618029573225,8.9,False
T136,Nygaard2022,0.9,0.3541666666666667,7.2181,8.200000000000001,6.650760119287983,8.9,False
T136,Nygaard2022,1.0,0.3541666666666667,7.1949,8.129999999999999,6.618592056311686,8.9,False
T136,Nygaard2022,1.1,0.3541666666666667,7.2025,8.27,6.6819333462437225,8.9,False
T136,Nygaard2022,1.2,0.3541666666666667,7.23,8.17,6.82933519474172,8.9,False
T136,Nygaard2022,1.3,0.3541666666666667,7.2675,7.99,7.027670597711085,8.9,False
T136,Nygaard2022,1.4,0.3541666666666667,7.3141,8.05,7.226793342795499,8.9,False
T136,Nygaard2022,1.5,0.3541666666666667,7.3786,8.110000000000001,7.371692022388052,8.9,False
T136,Nygaard2022,-1.5,0.45416666666666666,7.9812,8.0,7.194265509785167,8.9,False
T136,Nygaard2022,-1.4,0.45416666666666666,8.0062,7.86,7.348170030389683,8.9,False
T136,Nygaard2022,-1.3,0.45416666666666666,8.0328,7.6899999999999995,7.488607307573173,8.9,False
T136,Nygaard2022,-1.2,0.45416666666666666,8.0544,7.7,7.582323419300772,8.9,False
T136,Nygaard2022,-1.1,0.45416666666666666,8.0504,7.9,7.614410795979868,8.9,False
T136,Nygaard2022,-1.0,0.45416666666666666,8.0359,7.93,7.596045917094998,8.9,False
T136,Nygaard2022,-0.9,0.45416666666666666,8.0444,8.06,7.5555626878077025,8.9,False
T136,Nygaard2022,-0.8,0.45416666666666666,8.0462,8.17,7.522027568187236,8.9,False
T136,Nygaard2022,-0.7,0.45416666666666666,8.0646,8.16,7.514725986780294,8.9,False
T136,Nygaard2022,-0.6,0.45416666666666666,8.08,8.260000000000002,7.54053707919969,8.9,False
T136,Nygaard2022,-0.5,0.45416666666666666,8.0743,8.3,7.595147908364299,8.9,False
T136,Nygaard2022,-0.4,0.45416666666666666,8.0726,8.17,7.665975773045423,8.9,True
T136,Nygaard2022,-0.3,0.45416666666666666,8.0477,8.33,7.736228726884203,8.9,True
T136,Nygaard2022,-0.2,0.45416666666666666,8.0069,8.53,7.790129682876146,8.9,True
T136,Nygaard2022,-0.1,0.45416666666666666,7.9547,8.62,7.818129629206275,8.9,True
T136,Nygaard2022,0.0,0.45416666666666666,7.8938,8.67,7.818888443838797,8.9,True
T136,Nygaard2022,0.1,0.45416666666666666,7.824,8.780000000000001,7.795624678675329,8.9,True
T136,Nygaard2022,0.2,0.45416666666666666,7.771,8.7,7.748820181570956,8.9,True
T136,Nygaard2022,0.3,0.45416666666666666,7.735,8.57,7.670800658081606,8.9,True
T136,Nygaard2022,0.4,0.45416666666666666,7.6988,8.540000000000001,7.547891727224749,8.9,True
T136,Nygaard2022,0.5,0.45416666666666666,7.634,8.58,7.371397187165837,8.9,False
T136,Nygaard2022,0.6,0.45416666666666666,7.5529,8.52,7.149969523820905,8.9,False
T136,Nygaard2022,0.7,0.45416666666666666,7.4988,8.51,6.912814423745916,8.9,False
T136,Nygaard2022,0.8,0.45416666666666666,7.4468,8.52,6.702042794819482,8.9,False
T136,Nygaard2022,0.9,0.45416666666666666,7.404,8.450000000000001,6.560179599226449,8.9,False
T136,Nygaard2022,1.0,0.45416666666666666,7.3857,8.38,6.518453773997878,8.9,False
T136,Nygaard2022,1.1,0.45416666666666666,7.396,8.33,6.588145859067389,8.9,False
T136,Nygaard2022,1.2,0.45416666666666666,7.4296,8.24,6.75618076700264,8.9,False
T136,Nygaard2022,1.3,0.45416666666666666,7.4724,8.24,6.985202067273857,8.9,False
T136,Nygaard2022,1.4,0.45416666666666666,7.5234,8.24,7.21864292404186,8.9,False
T136,Nygaard2022,1.5,0.45416666666666666,7.5868,8.200000000000001,7.3938840098945695,8.9,False
T136,Nygaard2022,-1.5,0.5541666666666667,8.1394,8.219999999999999,7.241223688341604,8.9,False
T136,Nygaard2022,-1.4,0.5541666666666667,8.1906,8.05,7.407515821198475,8.9,False
T136,Nygaard2022,-1.3,0.5541666666666667,8.2264,7.8,7.560701616939066,8.9,False
T136,Nygaard2022,-1.2,0.5541666666666667,8.2389,7.7,7.66494493826748,8.9,False
T136,Nygaard2022,-1.1,0.5541666666666667,8.2423,7.8,7.703579976526067,8.9,False
T136,Nygaard2022,-1.0,0.5541666666666667,8.2383,7.89,7.687733245144135,8.9,False
T136,Nygaard2022,-0.9,0.5541666666666667,8.2496,7.91,7.647300244756111,8.9,False
T136,Nygaard2022,-0.8,0.5541666666666667,8.2539,8.05,7.613321141872679,8.9,False
T136,Nygaard2022,-0.7,0.5541666666666667,8.2732,8.09,7.606624157169034,8.9,False
T136,Nygaard2022,-0.6,0.5541666666666667,8.2861,8.15,7.634812150516119,8.9,False
T136,Nygaard2022,-0.5,0.5541666666666667,8.2879,8.23,7.693642604768579,8.9,False
T136,Nygaard2022,-0.4,0.5541666666666667,8.2682,8.25,7.770004933326931,8.9,True
T136,Nygaard2022,-0.3,0.5541666666666667,8.2254,8.459999999999999,7.846211697505138,8.9,True
T136,Nygaard2022,-0.2,0.5541666666666667,8.1801,8.6,7.905484470037756,8.9,True
T136,Nygaard2022,-0.1,0.5541666666666667,8.1257,8.64,7.937358325774047,8.9,True
T136,Nygaard2022,0.0,0.5541666666666667,8.0606,8.63,7.939793981374189,8.9,True
T136,Nygaard2022,0.1,0.5541666666666667,7.9983,8.790000000000001,7.915396348883041,8.9,True
T136,Nygaard2022,0.2,0.5541666666666667,7.9331,8.81,7.86370002630674,8.9,True
T136,Nygaard2022,0.3,0.5541666666666667,7.8884,8.77,7.775554778385974,8.9,True
T136,Nygaard2022,0.4,0.5541666666666667,7.8666,8.66,7.636050359259606,8.9,True
T136,Nygaard2022,0.5,0.5541666666666667,7.8015,8.64,7.436701490201585,8.9,False
T136,Nygaard2022,0.6,0.5541666666666667,7.7137,8.7,7.188460470719592,8.9,False
T136,Nygaard2022,0.7,0.5541666666666667,7.6551,8.77,6.924235733945684,8.9,False
T136,Nygaard2022,0.8,0.5541666666666667,7.6067,8.799999999999999,6.690152772635512,8.9,False
T136,Nygaard2022,0.9,0.5541666666666667,7.5663,8.77,6.532353488197859,8.9,False
T136,Nygaard2022,1.0,0.5541666666666667,7.5501,8.68,6.484415994303303,8.9,False
T136,Nygaard2022,1.1,0.5541666666666667,7.5751,8.450000000000001,6.558493401529153,8.9,False
T136,Nygaard2022,1.2,0.5541666666666667,7.6076,8.27,6.740381552734366,8.9,False
T136,Nygaard2022,1.3,0.5541666666666667,7.6508,8.309999999999999,6.989910507171116,8.9,False
T136,Nygaard2022,1.4,0.5541666666666667,7.6848,8.35,7.2461451126781045,8.9,False
T136,Nygaard2022,1.5,0.5541666666666667,7.7376,8.44,7.4414386591456,8.9,False
T136,Nygaard2022,-1.5,0.6541666666666667,8.3143,8.469999999999999,7.346313557529172,8.9,False
T136,Nygaard2022,-1.4,0.6541666666666667,8.3666,8.25,7.517072606055761,8.9,False
T136,Nygaard2022,-1.3,0.6541666666666667,8.4092,7.9799999999999995,7.674737771872547,8.9,False
T136,Nygaard2022,-1.2,0.6541666666666667,8.4234,7.82,7.782545661543983,8.9,False
T136,Nygaard2022,-1.1,0.6541666666666667,8.431,7.7,7.823232502791647,8.9,False
T136,Nygaard2022,-1.0,0.6541666666666667,8.4313,7.71,7.807998274628016,8.9,False
T136,Nygaard2022,-0.9,0.6541666666666667,8.4227,7.6899999999999995,7.767317864694311,8.9,False
