turbine_id,model,U_LES_rotor_mean_mps,U_PyWake_rotor_mean_mps,TI_LES_rotor_mean_percent,TI_PyWake_rotor_mean_percent,U_LES_rotor_std_mps,U_PyWake_rotor_std_mps,TI_LES_rotor_std_percent,TI_PyWake_rotor_std_percent
T136,Nygaard2022,8.080103947368421,7.978402469654012,8.642499999999998,8.9,0.5267668588066735,0.4160156237563719,0.3685359548266627,0.0
