turbine_id,model,y_over_D,z_over_D,U_LES_mps,TI_LES_percent,U_PyWake_mps,TI_PyWake_percent,inside_rotor_mask
T136,NPA2016,-1.5,0.15416666666666667,6.7736,7.2700000000000005,7.51203745973881,13.005699003280988,False
T136,NPA2016,-1.4,0.15416666666666667,6.7648,7.3,7.544646210668173,10.35527101193877,False
T136,NPA2016,-1.3,0.15416666666666667,6.7764,7.3,7.569970552620913,10.35527101193877,False
T136,NPA2016,-1.2,0.15416666666666667,6.7881,7.489999999999999,7.588488459548691,10.35527101193877,False
T136,NPA2016,-1.1,0.15416666666666667,6.7579,7.55,7.600824822100097,10.35527101193877,False
T136,NPA2016,-1.0,0.15416666666666667,6.7439,7.630000000000001,7.6076577078053464,10.35527101193877,False
T136,NPA2016,-0.9,0.15416666666666667,6.7277,7.6,7.609670782414086,11.49861229388111,False
T136,NPA2016,-0.8,0.15416666666666667,6.7126,7.48,7.607491830999904,11.49861229388111,False
T136,NPA2016,-0.7,0.15416666666666667,6.7284,7.31,7.601674989885414,11.49861229388111,False
T136,NPA2016,-0.6,0.15416666666666667,6.7281,7.42,7.592708431155701,11.49861229388111,False
T136,NPA2016,-0.5,0.15416666666666667,6.7105,7.470000000000001,7.581027271505244,11.49861229388111,False
T136,NPA2016,-0.4,0.15416666666666667,6.6841,7.41,7.567011508056387,11.49861229388111,False
T136,NPA2016,-0.3,0.15416666666666667,6.658,7.449999999999999,7.55104959768345,11.49861229388111,False
T136,NPA2016,-0.2,0.15416666666666667,6.6376,7.6,7.533516186016422,11.49861229388111,False
T136,NPA2016,-0.1,0.15416666666666667,6.6173,7.670000000000001,7.514821527582874,11.49861229388111,True
T136,NPA2016,0.0,0.15416666666666667,6.5871,7.720000000000001,7.495405417939271,11.49861229388111,True
T136,NPA2016,0.1,0.15416666666666667,6.5287,7.82,7.475748468974333,11.49861229388111,True
T136,NPA2016,0.2,0.15416666666666667,6.4701,7.739999999999999,7.456361320814347,11.49861229388111,False
T136,NPA2016,0.3,0.15416666666666667,6.4374,7.779999999999999,7.43778290498284,11.49861229388111,False
T136,NPA2016,0.4,0.15416666666666667,6.4045,7.79,7.42056524421991,11.49861229388111,False
T136,NPA2016,0.5,0.15416666666666667,6.3568,7.7,7.405243872845709,11.49861229388111,False
T136,NPA2016,0.6,0.15416666666666667,6.32,7.64,7.392333348317884,11.49861229388111,False
T136,NPA2016,0.7,0.15416666666666667,6.2815,7.539999999999999,7.382284360401909,11.49861229388111,False
T136,NPA2016,0.8,0.15416666666666667,6.2583,7.430000000000001,7.375480881837535,11.49861229388111,False
T136,NPA2016,0.9,0.15416666666666667,6.2323,7.430000000000001,7.372205963853715,11.49861229388111,False
T136,NPA2016,1.0,0.15416666666666667,6.2135,7.290000000000001,7.37263429524129,11.49861229388111,False
T136,NPA2016,1.1,0.15416666666666667,6.2302,7.21,7.376828885111472,11.49861229388111,False
T136,NPA2016,1.2,0.15416666666666667,6.2527,7.39,7.384721005678255,11.49861229388111,False
T136,NPA2016,1.3,0.15416666666666667,6.2775,7.57,7.39612341467817,11.49861229388111,False
T136,NPA2016,1.4,0.15416666666666667,6.3234,7.61,7.410723913238836,11.49861229388111,False
T136,NPA2016,1.5,0.15416666666666667,6.3735,7.5,7.428112834687214,11.49861229388111,False
T136,NPA2016,-1.5,0.25416666666666665,7.4909,8.04,7.913503614870116,13.005699003280988,False
T136,NPA2016,-1.4,0.25416666666666665,7.4838,8.110000000000001,7.949268899287752,10.35527101193877,False
T136,NPA2016,-1.3,0.25416666666666665,7.4897,7.9799999999999995,7.977099073564663,10.35527101193877,False
T136,NPA2016,-1.2,0.25416666666666665,7.4975,7.9799999999999995,7.997515745405092,10.35527101193877,False
T136,NPA2016,-1.1,0.25416666666666665,7.491,8.03,8.011206251484047,10.35527101193877,False
T136,NPA2016,-1.0,0.25416666666666665,7.4721,8.14,8.018932749735557,10.35527101193877,False
T136,NPA2016,-0.9,0.25416666666666665,7.4571,8.17,8.0214408305187,11.49861229388111,False
T136,NPA2016,-0.8,0.25416666666666665,7.4574,8.21,8.019426890811417,11.49861229388111,False
T136,NPA2016,-0.7,0.25416666666666665,7.466,8.35,8.013509435343863,11.49861229388111,False
T136,NPA2016,-0.6,0.25416666666666665,7.4894,8.290000000000001,8.004221201672276,11.49861229388111,False
T136,NPA2016,-0.5,0.25416666666666665,7.4992,8.28,7.992033742181094,11.49861229388111,False
T136,NPA2016,-0.4,0.25416666666666665,7.4878,8.17,7.977376943089481,11.49861229388111,False
T136,NPA2016,-0.3,0.25416666666666665,7.4687,8.17,7.960655914700266,11.49861229388111,True
T136,NPA2016,-0.2,0.25416666666666665,7.4434,8.33,7.942278768666396,11.49861229388111,True
T136,NPA2016,-0.1,0.25416666666666665,7.4148,8.42,7.922679744585501,11.49861229388111,True
T136,NPA2016,0.0,0.25416666666666665,7.3731,8.44,7.902323006526513,11.49861229388111,True
T136,NPA2016,0.1,0.25416666666666665,7.2975,8.540000000000001,7.881707630248128,11.49861229388111,True
T136,NPA2016,0.2,0.25416666666666665,7.2233,8.52,7.861378387600791,11.49861229388111,True
T136,NPA2016,0.3,0.25416666666666665,7.1963,8.23,7.841894268610322,11.49861229388111,True
T136,NPA2016,0.4,0.25416666666666665,7.1643,8.200000000000001,7.823830791248003,11.49861229388111,False
T136,NPA2016,0.5,0.25416666666666665,7.1026,8.110000000000001,7.807754792337872,11.49861229388111,False
T136,NPA2016,0.6,0.25416666666666665,7.0518,8.02,7.794192532411589,11.49861229388111,False
T136,NPA2016,0.7,0.25416666666666665,7.0028,8.04,7.783622120109919,11.49861229388111,False
T136,NPA2016,0.8,0.25416666666666665,6.9495,8.08,7.776445291224411,11.49861229388111,False
T136,NPA2016,0.9,0.25416666666666665,6.8967,7.84,7.772952346080632,11.49861229388111,False
T136,NPA2016,1.0,0.25416666666666665,6.8835,7.829999999999999,7.773327451390283,11.49861229388111,False
T136,NPA2016,1.1,0.25416666666666665,6.9117,7.9399999999999995,7.777638744414608,11.49861229388111,False
T136,NPA2016,1.2,0.25416666666666665,6.932,7.95,7.785810688395584,11.49861229388111,False
T136,NPA2016,1.3,0.25416666666666665,6.9591,7.95,7.7976507807201285,11.49861229388111,False
T136,NPA2016,1.4,0.25416666666666665,6.9986,8.04,7.812829346459718,11.49861229388111,False
T136,NPA2016,1.5,0.25416666666666665,7.0623,8.200000000000001,7.830918497165729,11.49861229388111,False
T136,NPA2016,-1.5,0.3541666666666667,7.7652,8.07,8.188694832373649,13.005699003280988,False
T136,NPA2016,-1.4,0.3541666666666667,7.7833,8.110000000000001,8.227069826938406,13.005699003280988,False
T136,NPA2016,-1.3,0.3541666666666667,7.8102,7.93,8.256965961246685,10.35527101193877,False
T136,NPA2016,-1.2,0.3541666666666667,7.8172,7.920000000000001,8.278952961675905,10.35527101193877,False
T136,NPA2016,-1.1,0.3541666666666667,7.8073,8.01,8.293771820560728,10.35527101193877,False
T136,NPA2016,-1.0,0.3541666666666667,7.7965,8.01,8.302241760131338,10.35527101193877,False
T136,NPA2016,-0.9,0.3541666666666667,7.793,8.18,8.30517207345988,11.49861229388111,False
T136,NPA2016,-0.8,0.3541666666666667,7.7915,8.23,8.30331254551613,11.49861229388111,False
